"Country","Day","Date","Confirmed","Deaths","Recovered"
"Denmark","18","07-02-2020","0","0","0"
"Denmark","19","08-02-2020","0","0","0"
"Denmark","20","09-02-2020","0","0","0"
"Denmark","21","10-02-2020","0","0","0"
"Denmark","22","11-02-2020","0","0","0"
"Denmark","23","12-02-2020","0","0","0"
"Denmark","24","13-02-2020","0","0","0"
"Denmark","25","14-02-2020","0","0","0"
"Denmark","26","15-02-2020","0","0","0"
"Denmark","27","16-02-2020","0","0","0"
"Denmark","28","17-02-2020","0","0","0"
"Denmark","29","18-02-2020","0","0","0"
"Denmark","30","19-02-2020","0","0","0"
"Denmark","31","20-02-2020","0","0","0"
"Denmark","32","21-02-2020","0","0","0"
"Denmark","33","22-02-2020","0","0","0"
"Denmark","34","23-02-2020","0","0","0"
"Denmark","35","24-02-2020","0","0","0"
"Denmark","36","25-02-2020","0","0","0"
"Denmark","37","26-02-2020","0","0","0"
"Denmark","38","27-02-2020","1","0","0"
"Denmark","39","28-02-2020","1","0","0"
"Denmark","40","29-02-2020","3","0","0"
"Denmark","41","01-03-2020","4","0","0"
"Denmark","42","02-03-2020","4","0","0"
"Denmark","43","03-03-2020","6","0","0"
"Dominican Republic","1","21-01-2020","0","0","0"
"Dominican Republic","2","22-01-2020","0","0","0"
"Dominican Republic","3","23-01-2020","0","0","0"
"Dominican Republic","4","24-01-2020","0","0","0"
"Dominican Republic","5","25-01-2020","0","0","0"
"Dominican Republic","6","26-01-2020","0","0","0"
"Dominican Republic","7","27-01-2020","0","0","0"
"Dominican Republic","8","28-01-2020","0","0","0"
"Dominican Republic","9","29-01-2020","0","0","0"
"Dominican Republic","10","30-01-2020","0","0","0"
"Dominican Republic","11","31-01-2020","0","0","0"
"Dominican Republic","12","01-02-2020","0","0","0"
"Dominican Republic","13","02-02-2020","0","0","0"
"Dominican Republic","14","03-02-2020","0","0","0"
"Dominican Republic","15","04-02-2020","0","0","0"
"Dominican Republic","16","05-02-2020","0","0","0"
"Dominican Republic","17","06-02-2020","0","0","0"
"Dominican Republic","18","07-02-2020","0","0","0"
"Dominican Republic","19","08-02-2020","0","0","0"
"Dominican Republic","20","09-02-2020","0","0","0"
"Dominican Republic","21","10-02-2020","0","0","0"
"Dominican Republic","22","11-02-2020","0","0","0"
"Dominican Republic","23","12-02-2020","0","0","0"
"Dominican Republic","24","13-02-2020","0","0","0"
"Dominican Republic","25","14-02-2020","0","0","0"
"Dominican Republic","26","15-02-2020","0","0","0"
"Dominican Republic","27","16-02-2020","0","0","0"
"Dominican Republic","28","17-02-2020","0","0","0"
"Dominican Republic","29","18-02-2020","0","0","0"
"Dominican Republic","30","19-02-2020","0","0","0"
"Dominican Republic","31","20-02-2020","0","0","0"
"Dominican Republic","32","21-02-2020","0","0","0"
"Dominican Republic","33","22-02-2020","0","0","0"
"Dominican Republic","34","23-02-2020","0","0","0"
"Dominican Republic","35","24-02-2020","0","0","0"
"Dominican Republic","36","25-02-2020","0","0","0"
"Dominican Republic","37","26-02-2020","0","0","0"
"Dominican Republic","38","27-02-2020","0","0","0"
"Dominican Republic","39","28-02-2020","0","0","0"
"Dominican Republic","40","29-02-2020","0","0","0"
"Dominican Republic","41","01-03-2020","1","0","0"
"Dominican Republic","42","02-03-2020","1","0","0"
"Dominican Republic","43","03-03-2020","1","0","0"
"Ecuador","1","21-01-2020","0","0","0"
"Ecuador","2","22-01-2020","0","0","0"
"Ecuador","3","23-01-2020","0","0","0"
"Ecuador","4","24-01-2020","0","0","0"
"Ecuador","5","25-01-2020","0","0","0"
"Ecuador","6","26-01-2020","0","0","0"
"Ecuador","7","27-01-2020","0","0","0"
"Ecuador","8","28-01-2020","0","0","0"
"Ecuador","9","29-01-2020","0","0","0"
"Ecuador","10","30-01-2020","0","0","0"
"Ecuador","11","31-01-2020","0","0","0"
"Ecuador","12","01-02-2020","0","0","0"
"Ecuador","13","02-02-2020","0","0","0"
"Ecuador","14","03-02-2020","0","0","0"
"Ecuador","15","04-02-2020","0","0","0"
"Ecuador","16","05-02-2020","0","0","0"
"Ecuador","17","06-02-2020","0","0","0"
"Ecuador","18","07-02-2020","0","0","0"
"Ecuador","19","08-02-2020","0","0","0"
"Ecuador","20","09-02-2020","0","0","0"
"Ecuador","21","10-02-2020","0","0","0"
"Ecuador","22","11-02-2020","0","0","0"
"Ecuador","23","12-02-2020","0","0","0"
"Ecuador","24","13-02-2020","0","0","0"
"Ecuador","25","14-02-2020","0","0","0"
"Ecuador","26","15-02-2020","0","0","0"
"Ecuador","27","16-02-2020","0","0","0"
"Ecuador","28","17-02-2020","0","0","0"
"Ecuador","29","18-02-2020","0","0","0"
"Ecuador","30","19-02-2020","0","0","0"
"Ecuador","31","20-02-2020","0","0","0"
"Ecuador","32","21-02-2020","0","0","0"
"Ecuador","33","22-02-2020","0","0","0"
"Ecuador","34","23-02-2020","0","0","0"
"Ecuador","35","24-02-2020","0","0","0"
"Ecuador","36","25-02-2020","0","0","0"
"Ecuador","37","26-02-2020","0","0","0"
"Ecuador","38","27-02-2020","0","0","0"
"Ecuador","39","28-02-2020","0","0","0"
"Ecuador","40","29-02-2020","0","0","0"
"Ecuador","41","01-03-2020","6","0","0"
"Ecuador","42","02-03-2020","6","0","0"
"Ecuador","43","03-03-2020","7","0","0"
"Egypt","1","21-01-2020","0","0","0"
"Egypt","2","22-01-2020","0","0","0"
"Egypt","3","23-01-2020","0","0","0"
"Egypt","4","24-01-2020","0","0","0"
"Egypt","5","25-01-2020","0","0","0"
"Egypt","6","26-01-2020","0","0","0"
"Egypt","7","27-01-2020","0","0","0"
"Egypt","8","28-01-2020","0","0","0"
"Egypt","9","29-01-2020","0","0","0"
"Egypt","10","30-01-2020","0","0","0"
"Egypt","11","31-01-2020","0","0","0"
"Egypt","12","01-02-2020","0","0","0"
"Egypt","13","02-02-2020","0","0","0"
"Egypt","14","03-02-2020","0","0","0"
"Egypt","15","04-02-2020","0","0","0"
"Egypt","16","05-02-2020","0","0","0"
"Egypt","17","06-02-2020","0","0","0"
"Egypt","18","07-02-2020","0","0","0"
"Egypt","19","08-02-2020","0","0","0"
"Egypt","20","09-02-2020","0","0","0"
"Egypt","21","10-02-2020","0","0","0"
"Egypt","22","11-02-2020","0","0","0"
"Egypt","23","12-02-2020","0","0","0"
"Egypt","24","13-02-2020","0","0","0"
"Egypt","25","14-02-2020","1","0","0"
"Egypt","26","15-02-2020","1","0","0"
"Egypt","27","16-02-2020","1","0","0"
"Egypt","28","17-02-2020","1","0","0"
"Egypt","29","18-02-2020","1","0","0"
"Egypt","30","19-02-2020","1","0","0"
"Egypt","31","20-02-2020","1","0","0"
"Egypt","32","21-02-2020","1","0","0"
"Egypt","33","22-02-2020","1","0","0"
"Egypt","34","23-02-2020","1","0","0"
"Egypt","35","24-02-2020","1","0","0"
"Egypt","36","25-02-2020","1","0","0"
"Egypt","37","26-02-2020","1","0","0"
"Egypt","38","27-02-2020","1","0","0"
"Egypt","39","28-02-2020","1","0","1"
"Egypt","40","29-02-2020","1","0","1"
"Egypt","41","01-03-2020","2","0","1"
"Egypt","42","02-03-2020","2","0","1"
"Egypt","43","03-03-2020","2","0","1"
"Estonia","1","21-01-2020","0","0","0"
"Estonia","2","22-01-2020","0","0","0"
"Estonia","3","23-01-2020","0","0","0"
"Estonia","4","24-01-2020","0","0","0"
"Estonia","5","25-01-2020","0","0","0"
"Estonia","6","26-01-2020","0","0","0"
"Estonia","7","27-01-2020","0","0","0"
"Estonia","8","28-01-2020","0","0","0"
"Estonia","9","29-01-2020","0","0","0"
"Estonia","10","30-01-2020","0","0","0"
"Estonia","11","31-01-2020","0","0","0"
"Estonia","12","01-02-2020","0","0","0"
"Estonia","13","02-02-2020","0","0","0"
"Estonia","14","03-02-2020","0","0","0"
"Estonia","15","04-02-2020","0","0","0"
"Estonia","16","05-02-2020","0","0","0"
"Estonia","17","06-02-2020","0","0","0"
"Estonia","18","07-02-2020","0","0","0"
"Estonia","19","08-02-2020","0","0","0"
"Estonia","20","09-02-2020","0","0","0"
"Estonia","21","10-02-2020","0","0","0"
"Estonia","22","11-02-2020","0","0","0"
"Estonia","23","12-02-2020","0","0","0"
"Estonia","24","13-02-2020","0","0","0"
"Estonia","25","14-02-2020","0","0","0"
"Estonia","26","15-02-2020","0","0","0"
"Estonia","27","16-02-2020","0","0","0"
"Estonia","28","17-02-2020","0","0","0"
"Estonia","29","18-02-2020","0","0","0"
"Estonia","30","19-02-2020","0","0","0"
"Estonia","31","20-02-2020","0","0","0"
"Estonia","32","21-02-2020","0","0","0"
"Estonia","33","22-02-2020","0","0","0"
"Estonia","34","23-02-2020","0","0","0"
"Estonia","35","24-02-2020","0","0","0"
"Estonia","36","25-02-2020","0","0","0"
"Estonia","37","26-02-2020","0","0","0"
"Estonia","38","27-02-2020","1","0","0"
"Estonia","39","28-02-2020","1","0","0"
"Estonia","40","29-02-2020","1","0","0"
"Estonia","41","01-03-2020","1","0","0"
"Estonia","42","02-03-2020","1","0","0"
"Estonia","43","03-03-2020","2","0","0"
"Finland","1","21-01-2020","0","0","0"
"Finland","2","22-01-2020","0","0","0"
"Finland","3","23-01-2020","0","0","0"
"Finland","4","24-01-2020","0","0","0"
"Finland","5","25-01-2020","0","0","0"
"Finland","6","26-01-2020","0","0","0"
"Finland","7","27-01-2020","0","0","0"
"Finland","8","28-01-2020","0","0","0"
"Finland","9","29-01-2020","1","0","0"
"Finland","10","30-01-2020","1","0","0"
"Finland","11","31-01-2020","1","0","0"
"Finland","12","01-02-2020","1","0","0"
"Finland","13","02-02-2020","1","0","0"
"Finland","14","03-02-2020","1","0","0"
"Finland","15","04-02-2020","1","0","0"
"Finland","16","05-02-2020","1","0","0"
"Finland","17","06-02-2020","1","0","0"
"Finland","18","07-02-2020","1","0","0"
"Finland","19","08-02-2020","1","0","0"
"Finland","20","09-02-2020","1","0","0"
"Finland","21","10-02-2020","1","0","0"
"Finland","22","11-02-2020","1","0","0"
"Finland","23","12-02-2020","1","0","1"
"Finland","24","13-02-2020","1","0","1"
"Finland","25","14-02-2020","1","0","1"
"Finland","26","15-02-2020","1","0","1"
"Finland","27","16-02-2020","1","0","1"
"Finland","28","17-02-2020","1","0","1"
"Finland","29","18-02-2020","1","0","1"
"Finland","30","19-02-2020","1","0","1"
"Finland","31","20-02-2020","1","0","1"
"Finland","32","21-02-2020","1","0","1"
"Finland","33","22-02-2020","1","0","1"
"Finland","34","23-02-2020","1","0","1"
"Finland","35","24-02-2020","1","0","1"
"Finland","36","25-02-2020","1","0","1"
"Finland","37","26-02-2020","2","0","1"
"Finland","38","27-02-2020","2","0","1"
"Finland","39","28-02-2020","2","0","1"
"Finland","40","29-02-2020","3","0","1"
"Finland","41","01-03-2020","6","0","1"
"Finland","42","02-03-2020","6","0","1"
"Finland","43","03-03-2020","6","0","1"
"France","1","21-01-2020","0","0","0"
"France","2","22-01-2020","0","0","0"
"France","3","23-01-2020","0","0","0"
"France","4","24-01-2020","2","0","0"
"France","5","25-01-2020","3","0","0"
"France","6","26-01-2020","3","0","0"
"France","7","27-01-2020","3","0","0"
"France","8","28-01-2020","4","0","0"
"France","9","29-01-2020","5","0","0"
"France","10","30-01-2020","5","0","0"
"France","11","31-01-2020","5","0","0"
"France","12","01-02-2020","6","0","0"
"France","13","02-02-2020","6","0","0"
"France","14","03-02-2020","6","0","0"
"France","15","04-02-2020","6","0","0"
"France","16","05-02-2020","6","0","0"
"France","17","06-02-2020","6","0","0"
"France","18","07-02-2020","6","0","0"
"France","19","08-02-2020","11","0","0"
"France","20","09-02-2020","11","0","0"
"France","21","10-02-2020","11","0","0"
"France","22","11-02-2020","11","0","0"
"France","23","12-02-2020","11","0","2"
"France","24","13-02-2020","11","0","2"
"France","25","14-02-2020","11","0","2"
"France","26","15-02-2020","12","1","4"
"France","27","16-02-2020","12","1","4"
"France","28","17-02-2020","12","1","4"
"France","29","18-02-2020","12","1","4"
"France","30","19-02-2020","12","1","4"
"France","31","20-02-2020","12","1","4"
"France","32","21-02-2020","12","1","4"
"France","33","22-02-2020","12","1","4"
"France","34","23-02-2020","12","1","4"
"France","35","24-02-2020","12","1","4"
"France","36","25-02-2020","14","1","11"
"France","37","26-02-2020","18","2","11"
"France","38","27-02-2020","38","2","11"
"France","39","28-02-2020","57","2","11"
"France","40","29-02-2020","100","2","12"
"France","41","01-03-2020","130","2","12"
"France","42","02-03-2020","191","3","12"
"France","43","03-03-2020","204","4","12"
"Georgia","1","21-01-2020","0","0","0"
"Georgia","2","22-01-2020","0","0","0"
"Georgia","3","23-01-2020","0","0","0"
"Georgia","4","24-01-2020","0","0","0"
"Georgia","5","25-01-2020","0","0","0"
"Georgia","6","26-01-2020","0","0","0"
"Georgia","7","27-01-2020","0","0","0"
"Georgia","8","28-01-2020","0","0","0"
"Georgia","9","29-01-2020","0","0","0"
"Georgia","10","30-01-2020","0","0","0"
"Georgia","11","31-01-2020","0","0","0"
"Georgia","12","01-02-2020","0","0","0"
"Georgia","13","02-02-2020","0","0","0"
"Georgia","14","03-02-2020","0","0","0"
"Georgia","15","04-02-2020","0","0","0"
"Georgia","16","05-02-2020","0","0","0"
"Georgia","17","06-02-2020","0","0","0"
"Georgia","18","07-02-2020","0","0","0"
"Georgia","19","08-02-2020","0","0","0"
"Georgia","20","09-02-2020","0","0","0"
"Georgia","21","10-02-2020","0","0","0"
"Georgia","22","11-02-2020","0","0","0"
"Georgia","23","12-02-2020","0","0","0"
"Georgia","24","13-02-2020","0","0","0"
"Georgia","25","14-02-2020","0","0","0"
"Georgia","26","15-02-2020","0","0","0"
"Georgia","27","16-02-2020","0","0","0"
"Georgia","28","17-02-2020","0","0","0"
"Georgia","29","18-02-2020","0","0","0"
"Georgia","30","19-02-2020","0","0","0"
"Georgia","31","20-02-2020","0","0","0"
"Georgia","32","21-02-2020","0","0","0"
"Georgia","33","22-02-2020","0","0","0"
"Georgia","34","23-02-2020","0","0","0"
"Georgia","35","24-02-2020","0","0","0"
"Georgia","36","25-02-2020","0","0","0"
"Georgia","37","26-02-2020","1","0","0"
"Georgia","38","27-02-2020","1","0","0"
"Georgia","39","28-02-2020","1","0","0"
"Georgia","40","29-02-2020","1","0","0"
"Georgia","41","01-03-2020","3","0","0"
"Georgia","42","02-03-2020","3","0","0"
"Georgia","43","03-03-2020","3","0","0"
"Germany","1","21-01-2020","0","0","0"
"Germany","2","22-01-2020","0","0","0"
"Germany","3","23-01-2020","0","0","0"
"Germany","4","24-01-2020","0","0","0"
"Germany","5","25-01-2020","0","0","0"
"Germany","6","26-01-2020","0","0","0"
"Germany","7","27-01-2020","1","0","0"
"Germany","8","28-01-2020","4","0","0"
"Germany","9","29-01-2020","4","0","0"
"Germany","10","30-01-2020","4","0","0"
"Germany","11","31-01-2020","5","0","0"
"Germany","12","01-02-2020","8","0","0"
"Germany","13","02-02-2020","10","0","0"
"Germany","14","03-02-2020","12","0","0"
"Germany","15","04-02-2020","12","0","0"
"Germany","16","05-02-2020","12","0","0"
"Germany","17","06-02-2020","12","0","0"
"Germany","18","07-02-2020","13","0","0"
"Germany","19","08-02-2020","13","0","0"
"Germany","20","09-02-2020","14","0","0"
"Germany","21","10-02-2020","14","0","0"
"Germany","22","11-02-2020","16","0","0"
"Germany","23","12-02-2020","16","0","0"
"Germany","24","13-02-2020","16","0","1"
"Germany","25","14-02-2020","16","0","1"
"Germany","26","15-02-2020","16","0","1"
"Germany","27","16-02-2020","16","0","1"
"Germany","28","17-02-2020","16","0","1"
"Germany","29","18-02-2020","16","0","12"
"Germany","30","19-02-2020","16","0","12"
"Germany","31","20-02-2020","16","0","12"
"Germany","32","21-02-2020","16","0","14"
"Germany","33","22-02-2020","16","0","14"
"Germany","34","23-02-2020","16","0","14"
"Germany","35","24-02-2020","16","0","14"
"Germany","36","25-02-2020","17","0","14"
"Germany","37","26-02-2020","27","0","15"
"Germany","38","27-02-2020","46","0","16"
"Germany","39","28-02-2020","48","0","16"
"Germany","40","29-02-2020","79","0","16"
"Germany","41","01-03-2020","130","0","16"
"Germany","42","02-03-2020","159","0","16"
"Germany","43","03-03-2020","196","0","16"
"Greece","1","21-01-2020","0","0","0"
"Greece","2","22-01-2020","0","0","0"
"Greece","3","23-01-2020","0","0","0"
"Greece","4","24-01-2020","0","0","0"
"Greece","5","25-01-2020","0","0","0"
"Greece","6","26-01-2020","0","0","0"
"Greece","7","27-01-2020","0","0","0"
"Greece","8","28-01-2020","0","0","0"
"Greece","9","29-01-2020","0","0","0"
"Greece","10","30-01-2020","0","0","0"
"Greece","11","31-01-2020","0","0","0"
"Greece","12","01-02-2020","0","0","0"
"Greece","13","02-02-2020","0","0","0"
"Greece","14","03-02-2020","0","0","0"
"Greece","15","04-02-2020","0","0","0"
"Greece","16","05-02-2020","0","0","0"
"Greece","17","06-02-2020","0","0","0"
"Greece","18","07-02-2020","0","0","0"
"Greece","19","08-02-2020","0","0","0"
"Greece","20","09-02-2020","0","0","0"
"Greece","21","10-02-2020","0","0","0"
"Greece","22","11-02-2020","0","0","0"
"Greece","23","12-02-2020","0","0","0"
"Greece","24","13-02-2020","0","0","0"
"Greece","25","14-02-2020","0","0","0"
"Greece","26","15-02-2020","0","0","0"
"Greece","27","16-02-2020","0","0","0"
"Greece","28","17-02-2020","0","0","0"
"Greece","29","18-02-2020","0","0","0"
"Greece","30","19-02-2020","0","0","0"
"Greece","31","20-02-2020","0","0","0"
"Greece","32","21-02-2020","0","0","0"
"Greece","33","22-02-2020","0","0","0"
"Greece","34","23-02-2020","0","0","0"
"Greece","35","24-02-2020","0","0","0"
"Greece","36","25-02-2020","0","0","0"
"Greece","37","26-02-2020","1","0","0"
"Greece","38","27-02-2020","3","0","0"
"Greece","39","28-02-2020","4","0","0"
"Greece","40","29-02-2020","4","0","0"
"Greece","41","01-03-2020","7","0","0"
"Greece","42","02-03-2020","7","0","0"
"Greece","43","03-03-2020","7","0","0"
"Hong Kong","1","21-01-2020","0","0","0"
"Hong Kong","2","22-01-2020","0","0","0"
"Hong Kong","3","23-01-2020","2","0","0"
"Hong Kong","4","24-01-2020","2","0","0"
"Hong Kong","5","25-01-2020","5","0","0"
"Hong Kong","6","26-01-2020","8","0","0"
"Hong Kong","7","27-01-2020","8","0","0"
"Hong Kong","8","28-01-2020","8","0","0"
"Hong Kong","9","29-01-2020","10","0","0"
"Hong Kong","10","30-01-2020","10","0","0"
"Hong Kong","11","31-01-2020","12","0","0"
"Hong Kong","12","01-02-2020","13","0","0"
"Hong Kong","13","02-02-2020","15","0","0"
"Hong Kong","14","03-02-2020","15","0","0"
"Hong Kong","15","04-02-2020","17","1","0"
"Hong Kong","16","05-02-2020","21","1","0"
"Hong Kong","17","06-02-2020","24","1","0"
"Hong Kong","18","07-02-2020","25","1","0"
"Hong Kong","19","08-02-2020","26","1","0"
"Hong Kong","20","09-02-2020","29","1","0"
"Hong Kong","21","10-02-2020","38","1","0"
"Hong Kong","22","11-02-2020","49","1","0"
"Hong Kong","23","12-02-2020","50","1","1"
"Hong Kong","24","13-02-2020","53","1","1"
"Hong Kong","25","14-02-2020","56","1","1"
"Hong Kong","26","15-02-2020","56","1","1"
"Hong Kong","27","16-02-2020","57","1","2"
"Hong Kong","28","17-02-2020","60","1","2"
"Hong Kong","29","18-02-2020","62","1","2"
"Hong Kong","30","19-02-2020","63","2","5"
"Hong Kong","31","20-02-2020","68","2","6"
"Hong Kong","32","21-02-2020","68","2","5"
"Hong Kong","33","22-02-2020","69","2","6"
"Hong Kong","34","23-02-2020","74","2","11"
"Hong Kong","35","24-02-2020","79","2","19"
"Hong Kong","36","25-02-2020","84","2","19"
"Hong Kong","37","26-02-2020","91","2","24"
"Hong Kong","38","27-02-2020","92","2","24"
"Hong Kong","39","28-02-2020","94","2","30"
"Hong Kong","40","29-02-2020","95","2","33"
"Hong Kong","41","01-03-2020","96","2","36"
"Hong Kong","42","02-03-2020","100","2","36"
"Hong Kong","43","03-03-2020","100","2","37"
"Iceland","1","21-01-2020","0","0","0"
"Iceland","2","22-01-2020","0","0","0"
"Iceland","3","23-01-2020","0","0","0"
"Iceland","4","24-01-2020","0","0","0"
"Iceland","5","25-01-2020","0","0","0"
"Iceland","6","26-01-2020","0","0","0"
"Iceland","7","27-01-2020","0","0","0"
"Iceland","8","28-01-2020","0","0","0"
"Iceland","9","29-01-2020","0","0","0"
"Iceland","10","30-01-2020","0","0","0"
"Iceland","11","31-01-2020","0","0","0"
"Iceland","12","01-02-2020","0","0","0"
"Iceland","13","02-02-2020","0","0","0"
"Iceland","14","03-02-2020","0","0","0"
"Iceland","15","04-02-2020","0","0","0"
"Iceland","16","05-02-2020","0","0","0"
"Iceland","17","06-02-2020","0","0","0"
"Iceland","18","07-02-2020","0","0","0"
"Iceland","19","08-02-2020","0","0","0"
"Iceland","20","09-02-2020","0","0","0"
"Iceland","21","10-02-2020","0","0","0"
"Iceland","22","11-02-2020","0","0","0"
"Iceland","23","12-02-2020","0","0","0"
"Iceland","24","13-02-2020","0","0","0"
"Iceland","25","14-02-2020","0","0","0"
"Iceland","26","15-02-2020","0","0","0"
"Iceland","27","16-02-2020","0","0","0"
"Iceland","28","17-02-2020","0","0","0"
"Iceland","29","18-02-2020","0","0","0"
"Iceland","30","19-02-2020","0","0","0"
"Iceland","31","20-02-2020","0","0","0"
"Iceland","32","21-02-2020","0","0","0"
"Iceland","33","22-02-2020","0","0","0"
"Iceland","34","23-02-2020","0","0","0"
"Iceland","35","24-02-2020","0","0","0"
"Iceland","36","25-02-2020","0","0","0"
"Iceland","37","26-02-2020","0","0","0"
"Iceland","38","27-02-2020","0","0","0"
"Iceland","39","28-02-2020","1","0","0"
"Iceland","40","29-02-2020","1","0","0"
"Iceland","41","01-03-2020","3","0","0"
"Iceland","42","02-03-2020","6","0","0"
"Iceland","43","03-03-2020","11","0","0"
"India","1","21-01-2020","0","0","0"
"India","2","22-01-2020","0","0","0"
"India","3","23-01-2020","0","0","0"
"India","4","24-01-2020","0","0","0"
"India","5","25-01-2020","0","0","0"
"India","6","26-01-2020","0","0","0"
"India","7","27-01-2020","0","0","0"
"India","8","28-01-2020","0","0","0"
"India","9","29-01-2020","0","0","0"
"India","10","30-01-2020","1","0","0"
"India","11","31-01-2020","1","0","0"
"India","12","01-02-2020","1","0","0"
"India","13","02-02-2020","2","0","0"
"India","14","03-02-2020","3","0","0"
"India","15","04-02-2020","3","0","0"
"India","16","05-02-2020","3","0","0"
"India","17","06-02-2020","3","0","0"
"India","18","07-02-2020","3","0","0"
"India","19","08-02-2020","3","0","0"
"India","20","09-02-2020","3","0","0"
"India","21","10-02-2020","3","0","0"
"India","22","11-02-2020","3","0","0"
"India","23","12-02-2020","3","0","0"
"India","24","13-02-2020","3","0","0"
"India","25","14-02-2020","3","0","0"
"India","26","15-02-2020","3","0","0"
"India","27","16-02-2020","3","0","3"
"India","28","17-02-2020","3","0","3"
"India","29","18-02-2020","3","0","3"
"India","30","19-02-2020","3","0","3"
"India","31","20-02-2020","3","0","3"
"India","32","21-02-2020","3","0","3"
"India","33","22-02-2020","3","0","3"
"India","34","23-02-2020","3","0","3"
"India","35","24-02-2020","3","0","3"
"India","36","25-02-2020","3","0","3"
"India","37","26-02-2020","3","0","3"
"India","38","27-02-2020","3","0","3"
"India","39","28-02-2020","3","0","3"
"India","40","29-02-2020","3","0","3"
"India","41","01-03-2020","3","0","3"
"India","42","02-03-2020","5","0","3"
"India","43","03-03-2020","5","0","3"
"Iran","1","21-01-2020","0","0","0"
"Iran","2","22-01-2020","0","0","0"
"Iran","3","23-01-2020","0","0","0"
"Iran","4","24-01-2020","0","0","0"
"Iran","5","25-01-2020","0","0","0"
"Iran","6","26-01-2020","0","0","0"
"Iran","7","27-01-2020","0","0","0"
"Iran","8","28-01-2020","0","0","0"
"Iran","9","29-01-2020","0","0","0"
"Iran","10","30-01-2020","0","0","0"
"Iran","11","31-01-2020","0","0","0"
"Iran","12","01-02-2020","0","0","0"
"Iran","13","02-02-2020","0","0","0"
"Iran","14","03-02-2020","0","0","0"
"Iran","15","04-02-2020","0","0","0"
"Iran","16","05-02-2020","0","0","0"
"Iran","17","06-02-2020","0","0","0"
"Iran","18","07-02-2020","0","0","0"
"Iran","19","08-02-2020","0","0","0"
"Iran","20","09-02-2020","0","0","0"
"Iran","21","10-02-2020","0","0","0"
"Iran","22","11-02-2020","0","0","0"
"Iran","23","12-02-2020","0","0","0"
"Iran","24","13-02-2020","0","0","0"
"Iran","25","14-02-2020","0","0","0"
"Iran","26","15-02-2020","0","0","0"
"Iran","27","16-02-2020","0","0","0"
"Iran","28","17-02-2020","0","0","0"
"Iran","29","18-02-2020","0","0","0"
"Iran","30","19-02-2020","2","2","0"
"Iran","31","20-02-2020","5","2","0"
"Iran","32","21-02-2020","18","4","0"
"Iran","33","22-02-2020","28","5","0"
"Iran","34","23-02-2020","43","8","0"
"Iran","35","24-02-2020","61","12","0"
"Iran","36","25-02-2020","95","16","0"
"Iran","37","26-02-2020","139","19","49"
"Iran","38","27-02-2020","245","26","49"
"Iran","39","28-02-2020","388","34","73"
"Iran","40","29-02-2020","593","43","123"
"Iran","41","01-03-2020","978","54","175"
"Iran","42","02-03-2020","1501","66","291"
"Iran","43","03-03-2020","2336","77","291"
"Iraq","1","21-01-2020","0","0","0"
"Iraq","2","22-01-2020","0","0","0"
"Iraq","3","23-01-2020","0","0","0"
"Iraq","4","24-01-2020","0","0","0"
"Iraq","5","25-01-2020","0","0","0"
"Iraq","6","26-01-2020","0","0","0"
"Iraq","7","27-01-2020","0","0","0"
"Iraq","8","28-01-2020","0","0","0"
"Iraq","9","29-01-2020","0","0","0"
"Iraq","10","30-01-2020","0","0","0"
"Iraq","11","31-01-2020","0","0","0"
"Iraq","12","01-02-2020","0","0","0"
"Iraq","13","02-02-2020","0","0","0"
"Iraq","14","03-02-2020","0","0","0"
"Iraq","15","04-02-2020","0","0","0"
"Iraq","16","05-02-2020","0","0","0"
"Iraq","17","06-02-2020","0","0","0"
"Iraq","18","07-02-2020","0","0","0"
"Iraq","19","08-02-2020","0","0","0"
"Iraq","20","09-02-2020","0","0","0"
"Iraq","21","10-02-2020","0","0","0"
"Iraq","22","11-02-2020","0","0","0"
"Iraq","23","12-02-2020","0","0","0"
"Iraq","24","13-02-2020","0","0","0"
"Iraq","25","14-02-2020","0","0","0"
"Iraq","26","15-02-2020","0","0","0"
"Iraq","27","16-02-2020","0","0","0"
"Iraq","28","17-02-2020","0","0","0"
"Iraq","29","18-02-2020","0","0","0"
"Iraq","30","19-02-2020","0","0","0"
"Iraq","31","20-02-2020","0","0","0"
"Iraq","32","21-02-2020","0","0","0"
"Iraq","33","22-02-2020","0","0","0"
"Iraq","34","23-02-2020","0","0","0"
"Iraq","35","24-02-2020","1","0","0"
"Iraq","36","25-02-2020","1","0","0"
"Iraq","37","26-02-2020","5","0","0"
"Iraq","38","27-02-2020","7","0","0"
"Iraq","39","28-02-2020","7","0","0"
"Iraq","40","29-02-2020","13","0","0"
"Iraq","41","01-03-2020","19","0","0"
"Iraq","42","02-03-2020","26","0","0"
"Iraq","43","03-03-2020","32","0","0"
"Ireland","1","21-01-2020","0","0","0"
"Ireland","2","22-01-2020","0","0","0"
"Ireland","3","23-01-2020","0","0","0"
"Ireland","4","24-01-2020","0","0","0"
"Ireland","5","25-01-2020","0","0","0"
"Ireland","6","26-01-2020","0","0","0"
"Ireland","7","27-01-2020","0","0","0"
"Ireland","8","28-01-2020","0","0","0"
"Ireland","9","29-01-2020","0","0","0"
"Ireland","10","30-01-2020","0","0","0"
"Ireland","11","31-01-2020","0","0","0"
"Ireland","12","01-02-2020","0","0","0"
"Ireland","13","02-02-2020","0","0","0"
"Ireland","14","03-02-2020","0","0","0"
